ID,count,mean,std,min,25%,50%,75%,max
Bc12,1824.0,9.839377791366859,1.1968418346859524,7.845490050944375,8.974414589805528,9.699572192455719,10.480789142337889,15.725951994166989
Bc12.1,1824.0,10.09285939369188,1.2170668102512452,7.845490050944375,9.208843604266095,9.945443094400067,10.738930028773332,16.182045121827144
Bc18,1824.0,10.330987649054679,1.1995459307801961,7.912889336229964,9.477252057574516,10.15797831178866,10.968482736380686,15.597237845577276
Bc18.1,1824.0,9.787137702835668,1.1862157813797491,7.845490050944375,8.939579214314692,9.607329128101824,10.419696239986628,15.588451132311793
Bc24,1824.0,11.281877480812362,1.1949502134902212,8.276124405274237,10.434367531015168,11.171176255043898,11.902751944850161,17.46549466363738
Bc24.1,1824.0,11.311233433848944,1.196708197748308,8.330916878114618,10.482807956726669,11.19229268273222,11.929159456761107,17.605956903531055
Ch22,1824.0,10.298475306617483,1.1796462555285383,7.839203788096943,9.4757334309664,10.174925682500678,10.941964558043706,17.189023396772658
Ch22.1,1824.0,10.320111400918126,1.1777815704667034,7.8765169465649985,9.507794640198696,10.208843861984368,10.963799180031083,17.207900856629784
Ch22.2,1824.0,10.283111604423267,1.166459186370646,7.86418614465428,9.46045480523275,10.183013799886925,10.91830419759248,16.772005215061053
Ch22.3,1824.0,10.264880200226317,1.1661017635337794,7.851749041416057,9.445014845868425,10.162391328756906,10.905762902665728,16.747760290778356
Ch40,1824.0,10.269619692250954,1.180160799461522,7.888743248898258,9.451211111832327,10.105908508571158,10.91139198784346,16.174438097736743
Ch40.1,1824.0,10.269621873918448,1.1800603206924143,7.839203788096943,9.442424913789262,10.10656279208127,10.885886048186885,16.168946279344013
Ch40.2,1824.0,10.373430043674142,1.221115528206165,7.845490050944375,9.51717700067137,10.192909087485994,11.047464652583603,16.12724876816099
Ch40.3,1824.0,10.37601181402639,1.221140126136093,7.857980995127572,9.51668394008847,10.191674959690618,11.041827777771116,16.12218090125975
Ss30,1824.0,9.504214237313386,1.3807136622644376,7.839203788096943,8.459431618637296,9.186113708054389,10.125413470483316,15.787060809770233
Ss30.1,1824.0,9.609513821501096,1.4071400989463476,7.839203788096943,8.558420713268664,9.269126679149418,10.272043344886619,15.914385132155445
Ss30.2,1824.0,10.012052814387618,1.3265945561546133,7.960001932068081,9.038232645107598,9.700439718141093,10.632086412835182,15.947865194425823
