ID,count,mean,std,min,25%,50%,75%,max
Bc12,24240.0,5.715048568195565,3.629132939674811,0.0,2.3219280948873617,6.658211482751795,8.546894459887637,17.584786379736883
Bc12.1,24240.0,5.913839128779076,3.714734212098741,0.0,2.5849625007211556,6.894817763307944,8.807354922057604,17.972749860653227
Bc18,24240.0,5.719562251910609,3.6894112505249566,0.0,2.3219280948873617,6.6438561897747235,8.640244936222345,17.338092178481546
Bc18.1,24240.0,5.389063538268978,3.527190830412357,0.0,2.0,6.189824558880018,8.169925001442312,17.30761885400159
Bc24,24240.0,6.687419832396852,3.555319481519811,0.0,4.247927513443585,7.475733430966398,9.375039431346924,17.46549466363738
Bc24.1,24240.0,6.625770341966987,3.5619877590572218,0.0,4.169925001442312,7.400879436282184,9.328674927327947,17.605956903531055
Ch22,24240.0,5.659433799360857,3.527790725200346,0.0,2.5849625007211556,6.539158811108031,8.430452551665532,17.189023396772658
Ch22.1,24240.0,5.67947517717151,3.5287720064212267,0.0,2.5849625007211556,6.569855608330947,8.451211111832329,17.207900856629784
Ch22.2,24240.0,5.721044911507264,3.532595771939469,0.0,2.5849625007211556,6.6438561897747235,8.483815777264255,16.772005215061053
Ch22.3,24240.0,5.707544410931071,3.5283746059929357,0.0,2.5849625007211556,6.6293566200796095,8.471675214392045,16.747760290778356
Ch40,24240.0,5.496553645404106,3.439148304636442,0.0,2.5849625007211556,6.2288186904958796,8.174925682500678,16.174438097736743
Ch40.1,24240.0,5.492247147943497,3.4423958218346145,0.0,2.5849625007211556,6.2288186904958796,8.169925001442312,16.168946279344013
Ch40.2,24240.0,5.417705467691145,3.47531505930628,0.0,2.3219280948873617,6.0443941193584525,8.139551352398794,16.12724876816099
Ch40.3,24240.0,5.419529598361497,3.4745278508484394,0.0,2.3219280948873617,6.066089190457772,8.129283016944967,16.12218090125975
Ss30,24240.0,3.4933640068914595,3.3381667020106978,0.0,0.0,2.807354922057604,6.066089190457772,16.665294274755347
Ss30.1,24240.0,3.562655271686891,3.376057373743326,0.0,0.0,3.0,6.149747119504683,16.79607764338467
Ss30.2,24240.0,4.01834625858975,3.472771624772928,0.0,0.0,3.700439718141092,6.768184324776926,16.806058671742843
