Genes,healthy30.1,healthy30,healthy12,healthy18.1,healthy18,healthy24.1,healthy12.1,healthy24
AT1G01020,8.481503884891676,7.117986861805033,9.930000879934674,8.064622317155557,7.242759598597158,8.54704402850385,11.851668708034241,9.253676883056578
AT1G01030,1.576823961409228,1.7759387559573026,1.944407476541423,1.4576723717792774,1.840952126384375,2.4180567821951064,1.5885808431746937,0.934344937034778
AT1G01040,28.5360820774917,25.215784219514394,21.880177400684282,21.146622884578928,17.801530884862355,13.734209136709717,23.615382767765432,15.053898046052288
AT1G01050,100.85355047541421,107.07480578617502,106.22473141969598,114.0170852027478,117.07696536559793,51.26669630993972,111.67497011607017,59.331265931862404
AT1G01060,0.3042448448015493,0.09968396300539491,15.111714694154658,715.2919222722079,600.1074576403132,11.61095535054732,21.151951574811758,14.058188415272237
AT1G01070,1.6725085063401974,4.095852934496921,3.416990201782235,10.49048410403576,8.897855582627235,5.014491048607068,3.1421516402188163,12.197448450744918
AT1G01080,84.45013365346954,67.23381232098718,122.03536434936554,92.04977554614561,93.49020656690698,54.255149050502695,116.44088866733959,42.91694825262101
AT1G01090,294.98488185011206,315.65860996665936,141.14366503805002,148.5990606538409,151.57990388379292,107.10010954839316,148.99375986337847,104.85050164482679
AT1G01100,184.5032082404041,124.05379503431439,115.95360192933157,90.52691867893611,111.35569408188066,96.78601104836325,122.85297806429304,96.81308128255189
AT1G01110,0.30110627773718773,1.0512990646302562,0.7140367062994791,0.5352949892274556,0.5524255278945212,1.0100692642380822,0.3447174339335802,1.0903451998671212
AT1G01120,25.68225945463499,6.797447552952946,182.7070105192769,236.88331241998713,242.8363508706267,154.6630713953839,126.67355655428454,133.43921498782797
AT1G01130,0.9350557822546545,1.4442936013838807,1.0136550452511537,0.6965852361126659,0.6535249034766858,0.17070314331568756,0.6117062382964003,0.2931566442890101
AT1G01140,96.25173907113411,116.46815027245253,89.51558417629288,69.12347540378812,75.18004392973563,72.05571480639796,98.56470729396504,80.40265645434853
AT1G01150,0.0,0.0,0.0,0.0,0.030068326359053262,0.0,0.0,0.0
