Genes	healthy30.1	healthy30	healthy12	healthy18.1	healthy18	healthy24.1	healthy12.1	healthy24
AT1G01020	8.481503884891676	7.117986861805033	9.930000879934674	8.064622317155559	7.242759598597157	8.54704402850385	11.851668708034241	9.25367688305658
AT1G01030	1.576823961409228	1.7759387559573026	1.9444074765414232	1.4576723717792774	1.840952126384375	2.4180567821951064	1.5885808431746935	0.934344937034778
AT1G01040	28.5360820774917	25.215784219514394	21.880177400684282	21.146622884578928	17.801530884862355	13.734209136709714	23.615382767765432	15.053898046052286
AT1G01050	100.8535504754142	107.07480578617502	106.22473141969598	114.01708520274781	117.07696536559791	51.26669630993972	111.67497011607016	59.331265931862404
AT1G01070	1.6725085063401974	4.0958529344969214	3.416990201782235	10.49048410403576	8.897855582627235	5.014491048607068	3.1421516402188163	12.197448450744917
AT1G01080	84.45013365346955	67.23381232098718	122.03536434936554	92.0497755461456	93.49020656690699	54.2551490505027	116.44088866733959	42.916948252621005
AT1G01090	294.98488185011206	315.6586099666594	141.14366503805002	148.5990606538409	151.57990388379292	107.10010954839315	148.99375986337847	104.85050164482679
AT1G01100	184.5032082404041	124.0537950343144	115.95360192933157	90.52691867893611	111.35569408188067	96.78601104836322	122.85297806429304	96.81308128255188
AT1G01110	0.3011062777371877	1.0512990646302562	0.7140367062994791	0.5352949892274556	0.5524255278945212	1.0100692642380822	0.3447174339335802	1.0903451998671212
AT1G01120	25.682259454634988	6.797447552952947	182.70701051927693	236.88331241998713	242.8363508706267	154.66307139538392	126.67355655428456	133.43921498782794
AT1G01130	0.9350557822546544	1.4442936013838807	1.0136550452511537	0.6965852361126659	0.6535249034766858	0.17070314331568756	0.6117062382964003	0.2931566442890101
AT1G01140	96.25173907113412	116.4681502724525	89.51558417629288	69.12347540378812	75.18004392973562	72.05571480639796	98.56470729396506	80.40265645434853
AT1G01160	61.938093647556286	63.98162680094156	29.097132990909447	26.54733987466425	22.859786012098063	28.399505383084048	38.67491141639812	27.845059107388483
AT1G01170	519.2404556851671	529.4585781981676	238.5413387388306	238.31901375262132	226.4278020528565	177.64960308571682	260.3745346999906	194.92530083159468
AT1G01180	59.824342726784	57.960183035333785	40.27167023529062	34.63428099131407	29.427910057379922	32.41216696523538	45.11231997742728	46.70848315463829
AT1G01190	0.046273553308930224	0.0	0.3511426287545777	0.06581065371646537	0.24696992636711215	0.08870051615886003	0.04238051939804671	0.1827955489893653
AT1G01200	0.059337505466028624	0.0	1.0131237795041668	0.7595128903755596	0.5542153571253591	0.3412273525188849	0.0	0.31253653146562804
AT1G01210	25.181850149709692	18.815573342681947	17.477759234122512	20.09069540761968	17.10730087829333	14.127923080058567	21.79761162710567	14.557533413185618
AT1G01220	12.905369141743533	7.946473687778868	25.24524371310357	22.57748428715925	21.55422239470953	10.999400451732207	25.21384592864779	11.995387116956616
AT1G01225	0.4321219863709259	0.1946754239354722	2.3227087158606974	1.9461309939139653	2.210213261731121	1.518591958156564	1.0553791768673886	1.138014698542783
AT1G01230	30.763481889569412	34.741991703646185	27.769673098476506	20.56433044529817	18.97553709831684	28.401258823213396	28.50230999923084	29.852549904853976
AT1G01240	68.96966264097043	62.83442493396787	26.84778015686041	26.431963660841014	18.484775330972198	104.7516582571453	24.59538125005617	106.64603104943474
AT1G01250	1.4665279848339714	1.71778366301611	18.640427673675106	24.819936785485247	13.893124722253544	16.30465619134278	16.38640220663336	11.393413996162135
AT1G01260	16.187391973377203	24.121635565771054	12.265483320393086	9.60378989809908	11.470328789003851	32.31440349539247	15.790508242723995	23.45927761818397
AT1G01290	23.31250487795293	15.562134915979998	20.660415992453704	19.118720272559926	15.32580786805933	17.776987714944273	23.688926794595567	18.933748054387785
AT1G01300	71.57531654705011	58.928571278640185	84.41030469070519	23.108882942352672	21.29183972532927	25.453032887890163	81.39530468011272	29.83132254271691
AT1G01320	119.8217754483542	96.9052345027055	139.79252706234718	159.05553458823914	160.01037429708617	55.242416965838224	139.28533332045808	54.55296170602008
AT1G01340	26.385417820322353	14.984868156277447	24.194610301901328	8.401247651121738	10.003967105217944	9.232859827716656	29.381584027129932	13.123607427531773
AT1G01350	36.390844423665826	33.71514375885856	23.272409918053338	20.76063200835276	19.888778195559734	21.150312341721392	25.106780660344054	21.567858472564158
AT1G01355	0.402045314024086	1.9561561774425151	0.7627210271835346	1.6010186495984806	1.1801818095928405	0.6165357846648034	2.1356811929612256	1.5882094336907446
AT1G01360	35.9537171633215	33.182764248954804	62.40294847270259	74.44692566781593	51.90977287599089	29.117628254903003	64.15630660767239	38.421177713253776
AT1G01370	0.05215722992744898	0.04699474300162198	1.0884235198727197	0.4450708215100023	0.7655233359521129	0.6998514312411281	0.8120763529619575	0.4807552880361173
AT1G01380	0.5374175336828287	0.0	2.3789172290888976	3.8215996699276578	1.1951208198408512	0.6867740386139582	1.3125443560407712	0.23588595808402624
AT1G01390	12.50377073013061	10.446799255525221	14.016913334907045	35.646776680216774	43.15010118286434	8.38884834716608	13.325751534421963	12.348487805724025
AT1G01420	8.578735145922598	9.622585439185725	24.356749008285732	35.85527244956456	25.30699138095988	21.702059620201087	26.029648974204427	23.053596728212035
AT1G01430	48.72789205971922	35.59721241420083	55.1193062311301	56.18813070257526	51.85647345180664	61.65357846648035	50.76538743728524	60.140197222422856
AT1G01440	17.019554664080626	19.754656694931267	22.559185077099336	16.647791297356633	14.85014765401022	22.2956608133138	23.41556154470284	30.044335097130265
AT1G01450	36.71706572305232	32.812108714525266	15.504450536445928	10.939565707659865	9.180862314964262	11.634331325054722	16.731457141547324	10.20770190587818
AT1G01453	0.08975895382863315	0.242624022008374	0.17028190374330074	0.12765597206100845	0.0	0.8602824902299583	0.5754521899237948	0.7091539796944721
AT1G01470	185.14640145373843	213.99073892985191	347.608100978298	177.96586252378899	232.66441389116002	578.5516176005673	352.00367190556574	494.5278168086321
AT1G01490	185.16517897924084	201.8308558590548	50.37584680092778	90.68064196381285	63.34728579893768	52.170917634396965	67.3120173851077	55.50229519629178
AT1G01500	16.93069727879329	25.32780601133079	13.117408569790248	8.82283467175992	5.43206969894787	17.0940880570077	16.689990390340352	19.315720942104303
AT1G01510	17.3283075483943	18.141849143465503	15.848651161005993	17.26505320520123	15.043916318437873	11.447377720494227	17.305080146904565	11.602107961411864
AT1G01520	0.1649843982938218	0.0	1.3562997747636738	42.392034887814106	27.407123681839963	1.6866885715182187	1.4103051079479527	2.100057240818021
AT1G01530	0.0	0.0	0.6298599450289833	0.0	0.22150039828135426	0.0	0.3040791909889177	0.3278883992135731
AT1G01540	73.00875318441776	55.884803436464594	69.15201943896825	73.59281826939723	62.799025408950136	38.321648538999	64.50494869894297	35.02199997140882
AT1G01550	402.0783966099256	378.7482680679217	339.202525296105	288.1049396877462	254.86531970361503	340.722336037157	376.99086500539613	418.48864803627214
AT1G01560	1.1965914516905478	2.9856562578201205	13.96957666698428	1.4399870409396789	4.022213126677388	14.379819992247054	10.790608559580713	19.08950265665364
AT1G01570	0.541300278295072	0.3251484981157696	0.9584417905551529	0.6158736059653922	0.5537274618744139	0.8300830283969814	0.661013625970384	0.8078066511861808
AT1G01580	0.4652710702569148	0.565945458460081	0.7502667331506199	3.8379330822155673	2.529792459795722	0.66889909788291	0.5965783799100381	0.8883529807734314
AT1G01590	0.19323270229298067	0.07461714070868718	2.199493042759696	2.5518744219868035	2.357294225662683	0.4762318024588989	2.2754040242481834	0.7996810048440265
