	Genes	SRR3383640	SRR3383821	SRR3383782	SRR6283145	SRR3383641	SRR3383783	SRR3383822	SRR6283144	zero-counter
0	AT1G01010	6.523561956057013	7.055282435501191	6.845490050944375	6.266786540694902	7.592457037268081	5.857980995127572	6.066089190457772	7.507794640198697	0
1	AT1G01020	6.768184324776926	7.189824558880018	7.813781191217037	7.459431618637298	8.066089190457772	6.8826430493618425	6.539158811108031	7.357552004618085	0
2	AT1G01030	3.8073549220576037	3.3219280948873617	5.169925001442311	4.392317422778762	4.523561956057013	3.8073549220576037	4.087462841250339	4.700439718141092	0
3	AT1G01040	10.00562454919388	9.992938336165814	11.214926187942435	11.311748315004962	11.165535141377923	10.371776644337924	9.319672120946997	11.283667167491501	0
4	AT1G01050	9.733015321685963	9.419960177847887	11.379919817646536	10.581200581924957	10.854868383260236	10.250298417906333	8.668884984266247	10.817783121774532	0
5	AT1G01060	8.174925682500678	8.59618975614441	14.989172720772354	3.584962500721156	9.707359132080883	14.15046130534298	7.78135971352466	2.3219280948873617	0
6	AT1G01070	5.426264754702097	7.761551232444479	8.285402218862249	5.3219280948873635	6.339850002884624	7.434628227636725	5.954196310386875	6.7414669864011465	0
7	AT1G01080	9.930737337562887	8.951284714966974	11.053247125912426	10.323054760341646	10.912889336229961	9.939579214314692	8.74819284958946	10.144658242831882	0
8	AT1G01090	10.324180546618742	10.422064766172811	11.934059394900794	12.310612781659527	11.452241240430816	10.813781191217036	9.91139198784346	12.558659867026508	0
9	AT1G01100	8.918863237274595	9.184875342908283	10.366322214245816	10.510764167917893	10.051208940914766	8.977279923499916	8.643856189774723	10.088788238716909	0
10	AT1G01110	3.4594316186372973	4.523561956057013	4.523561956057013	3.169925001442312	3.4594316186372973	3.4594316186372973	3.906890595608519	5.0	0
11	AT1G01120	10.814582465906275	10.887982133058452	12.732167425663386	8.909893083770042	11.336506559810257	11.604553229079036	10.559377090526683	7.149747119504683	0
12	AT1G01130	3.700439718141092	2.5849625007211556	4.523561956057013	4.459431618637297	4.0	3.584962500721156	1.584962500721156	5.20945336562895	0
13	AT1G01140	10.758223214726724	11.129926933510394	12.013671614058635	11.786269627648466	11.947271652460348	10.800899899920303	10.430452551665534	12.211584153079526	0
